semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:conversation:commit-contract:COMMIT_CONTRACTS-0045#text,conversation,commit-contract,COMMIT_CONTRACTS-0045,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",static,,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,the part of the project nobody else started
prose:conversation:commit-contract:COMMIT_CONTRACTS-0046#text,conversation,commit-contract,COMMIT_CONTRACTS-0046,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",static,,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,the week's errands at home
prose:conversation:commit-contract:COMMIT_CONTRACTS-0047#text,conversation,commit-contract,COMMIT_CONTRACTS-0047,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",static,,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,the week's errands at home
prose:conversation:commit-contract:COMMIT_CONTRACTS-0048#text,conversation,commit-contract,COMMIT_CONTRACTS-0048,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",static,,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,working provision
prose:conversation:commit-contract:COMMIT_CONTRACTS-0049#text,conversation,commit-contract,COMMIT_CONTRACTS-0049,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} and {otherName} agreed which half each of them was doing.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0050#text,conversation,commit-contract,COMMIT_CONTRACTS-0050,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} and {otherName} split the week between them instead of leaving it with one of them.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0051#text,conversation,commit-contract,COMMIT_CONTRACTS-0051,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} asked for an even split and {otherName} would not agree one.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0052#text,conversation,commit-contract,COMMIT_CONTRACTS-0052,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} asked {otherName} to take the week, and was told no."
prose:conversation:commit-contract:COMMIT_CONTRACTS-0053#text,conversation,commit-contract,COMMIT_CONTRACTS-0053,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} kept the request narrow, strengthening the working exchange with {otherName}."
prose:conversation:commit-contract:COMMIT_CONTRACTS-0054#text,conversation,commit-contract,COMMIT_CONTRACTS-0054,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} pressed for an immediate answer, straining the exchange with {otherName}."
prose:conversation:commit-contract:COMMIT_CONTRACTS-0055#text,conversation,commit-contract,COMMIT_CONTRACTS-0055,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} put the meeting back to {otherName} rather than answering it.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0056#text,conversation,commit-contract,COMMIT_CONTRACTS-0056,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} put the unstarted work in front of {otherName} rather than working around it.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0057#text,conversation,commit-contract,COMMIT_CONTRACTS-0057,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} put the week onto {otherName}, who took it and said it was not every week."
prose:conversation:commit-contract:COMMIT_CONTRACTS-0058#text,conversation,commit-contract,COMMIT_CONTRACTS-0058,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} said out loud to {otherName} what neither of them had been saying about the week.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0059#text,conversation,commit-contract,COMMIT_CONTRACTS-0059,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} stopped long enough to mention the notice to {otherName}.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0060#text,conversation,commit-contract,COMMIT_CONTRACTS-0060,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} told {otherName} they would be at the meeting.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0061#text,conversation,commit-contract,COMMIT_CONTRACTS-0061,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} took the part nobody had started, and {otherName} let them."
prose:conversation:commit-contract:COMMIT_CONTRACTS-0062#text,conversation,commit-contract,COMMIT_CONTRACTS-0062,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,{playerName} took the week off {otherName} without being asked to.
prose:conversation:commit-contract:COMMIT_CONTRACTS-0063#text,conversation,commit-contract,COMMIT_CONTRACTS-0063,text,artifact,DEV_FIXTURE_ONLY,"Canonical-record text. A conversation turn writes these into event context (setting, socialContext, motivation, pressure, choice); the only surface that renders them is EventHistory, which DeveloperViewer mounts and App.tsx shows only for `?view=developer`. Ordinary play never opens it.",templated,otherName playerName,src/presentation/conversation-subjects.ts,COMMIT_CONTRACTS,conversation-turn,"{playerName} tried to hand the evening to {otherName}, who was not taking it."
